url,tfidf_sim,title,policyList,policyTitles,USApolicyCitation,successful_policyList,successful_policyTitles,articlePdf,total_successful_policy,successfulPolicyPercentage,bert_large_uncased_sim,all_distilroberta_v1_sim,all_mpnet_base_v2_sim,all_MiniLM_L6_v2_sim,political_bert_sim,legal_bert_sim,specter_sim,scibert_sim,clinical_bert_sim,biobert_base_cased_v12_sim,sentence_t5_xl_sim,mean_tfidf_sim,mean_bert_large_uncased_sim,mean_all_distilroberta_v1_sim,mean_all_mpnet_base_v2_sim,mean_all_MiniLM_L6_v2_sim,mean_political_bert_sim,mean_legal_bert_sim,mean_specter_sim,mean_scibert_sim,mean_clinical_bert_sim,mean_biobert_base_cased_v12_sim,mean_sentence_t5_xl_sim
https://doi.org/10.1097/01.asw.0000672500.18525.2e,[0.0],the effect of sunflower seed and almond oil on preterm infant skin a randomized controlled trial,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8104155/pdf'],['Topical emollient for preventing infection in preterm infants'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8104155/pdf'],['28345_0_topical emollient for preventing infection in preterm infants.pdf'],28345_the effect of sunflower seed and almond oil on preterm infant skin a randomized controlled trial.pdf,1,100.0,[0.788],[0.44],[0.645],[0.531],[0.813],[0.888],[0.845],[0.733],[0.913],[0.915],[0.778],0.0,0.788,0.44,0.645,0.531,0.813,0.888,0.845,0.733,0.913,0.915,0.778
https://doi.org/10.1097/01.chi.0000046834.09750.5f,"[0.0, 0.0]",one‐year follow‐up of multisystemic therapy as an alternative to the hospitalization of youths in psychiatric crisis,"['https://tiac.wisconsin.gov/tiacfiles/pdf/multisystemic-therapy.pdf', 'http://www.wsipp.wa.gov/ReportFile/1611/Wsipp_Updated-Inventory-of-Evidence-based-Research-based-and-Promising-Practices-For-Prevention-and-Intervention-Services-for-Children-and-Juveniles-in-the-Child-Welfare-Juvenile-Justice-and-Mental-Health-Systems_Benefit-Cost-Results.pdf', 'https://www.tn.gov/content/dam/tn/mentalhealth/documents/Pages_from_CY_BPGs_387-419.pdf', 'https://www.dshs.wa.gov/sites/default/files/BHSIA/dbh/documents/Bestpracreport.pdf', 'https://www.tn.gov/content/dam/tn/mentalhealth/documents/Children_and_Youth_Best_Practice_Guidelines.pdf']","['Section One: Overview and Determination', 'Washington State Institute for Public Policy', 'Appendices', 'A Literature Review & Resource Guide', 'Best Practices']",5,"['https://www.tn.gov/content/dam/tn/mentalhealth/documents/Children_and_Youth_Best_Practice_Guidelines.pdf', 'http://www.wsipp.wa.gov/ReportFile/1611/Wsipp_Updated-Inventory-of-Evidence-based-Research-based-and-Promising-Practices-For-Prevention-and-Intervention-Services-for-Children-and-Juveniles-in-the-Child-Welfare-Juvenile-Justice-and-Mental-Health-Systems_Benefit-Cost-Results.pdf', 'https://tiac.wisconsin.gov/tiacfiles/pdf/multisystemic-therapy.pdf', 'https://www.tn.gov/content/dam/tn/mentalhealth/documents/Pages_from_CY_BPGs_387-419.pdf', 'https://www.dshs.wa.gov/sites/default/files/BHSIA/dbh/documents/Bestpracreport.pdf']","['28366_4_best practices.pdf', '28366_1_washington state institute for public policy.pdf', '28366_0_section one overview and determination.pdf', '28366_2_appendices.pdf', '28366_3_a literature review  resource guide.pdf']",28366_one‐year follow‐up of multisystemic therapy as an alternative to the hospitalization of youths in psychiatric crisis.pdf,5,100.0,"[0.626, 0.68, 0.553, 0.66]","[-0.036, -0.046, -0.037, 0.007]","[0.135, 0.077, 0.009, 0.084]","[-0.027, -0.01, -0.032, 0.076]","[0.581, 0.65, 0.555, 0.63]","[0.733, 0.78, 0.718, 0.788]","[0.623, 0.624, 0.624, 0.64]","[0.638, 0.68, 0.6, 0.7]","[0.735, 0.819, 0.777, 0.765]","[0.782, 0.835, 0.758, 0.813]","[0.622, 0.622, 0.594, 0.629]",0.0,0.63,-0.028,0.076,0.002,0.604,0.755,0.628,0.655,0.774,0.797,0.617
https://doi.org/10.1097/cce.0000000000000203,[0.0],the association of inflammatory cytokines in the pulmonary pathophysiology of respiratory failure in critically ill patients with coronavirus disease 2019,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8406988/pdf'],['Interleukin‐6 blocking agents for treating COVID‐19: a living systematic review'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8406988/pdf'],['28759_0_interleukin‐6 blocking agents for treating covid‐19 a living systematic review.pdf'],28759_the association of inflammatory cytokines in the pulmonary pathophysiology of respiratory failure in critically ill patients with coronavirus disease 2019.pdf,1,100.0,[0.757],[0.318],[0.464],[0.413],[0.777],[0.866],[0.728],[0.761],[0.876],[0.887],[0.769],0.0,0.757,0.318,0.464,0.413,0.777,0.866,0.728,0.761,0.876,0.887,0.769
https://doi.org/10.1097/chi.0b013e318172ef0d,[],characterizing adolescent prescription misusers,['http://dhss.alaska.gov/dph/Director/Documents/marijuana/Monitoring_Health_Concerns_Related_to_Marijuana_in_Colorado_2014.pdf'],['Monitoring Health'],1,['http://dhss.alaska.gov/dph/Director/Documents/marijuana/Monitoring_Health_Concerns_Related_to_Marijuana_in_Colorado_2014.pdf'],['28785_0_monitoring health.pdf'],28785_characterizing adolescent prescription misusers.pdf,1,100.0,[0.622],[0.094],[0.106],[0.104],[0.655],[0.787],[0.623],[0.557],[0.726],[0.771],[0.581],,0.622,0.094,0.106,0.104,0.655,0.787,0.623,0.557,0.726,0.771,0.581
https://doi.org/10.1097/dbp.0000000000000604,[0.0],impact of “learn the signs act early” materials on parental engagement and doctor interaction regarding child development,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6889967/pdf'],['Establishing New Norms for Developmental Milestones'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6889967/pdf'],['28836_0_establishing new norms for developmental milestones.pdf'],28836_impact of “learn the signs act early” materials on parental engagement and doctor interaction regarding child development.pdf,1,100.0,[0.682],[0.367],[0.483],[0.533],[0.693],[0.835],[0.733],[0.736],[0.867],[0.874],[0.724],0.0,0.682,0.367,0.483,0.533,0.693,0.835,0.733,0.736,0.867,0.874,0.724
https://doi.org/10.1097/dbp.0000000000000657,[],when children are not read to at home the million word gap,['https://www.ccfc.ca.gov/pdf/commission/meetings/handouts/Commission-Handouts-2020-01/Item-9-EARLY-LITERACY-AND-FAMILY-BOOK-DISTRIBUTION-IN-CALIFORNIA.pdf'],"['January 23, 2020']",1,['https://www.ccfc.ca.gov/pdf/commission/meetings/handouts/Commission-Handouts-2020-01/Item-9-EARLY-LITERACY-AND-FAMILY-BOOK-DISTRIBUTION-IN-CALIFORNIA.pdf'],['28838_0_january 23 2020.pdf'],28838_when children are not read to at home the million word gap.pdf,1,100.0,[0.597],[0.134],[0.162],[0.168],[0.613],[0.812],[0.781],[0.63],[0.779],[0.717],[0.596],,0.597,0.134,0.162,0.168,0.613,0.812,0.781,0.63,0.779,0.717,0.596
https://doi.org/10.1097/dbp.0000000000000807,[0.0],abrupt and severe obsessivecompulsive disorder in an 11yearold girl—pandaspans syndrome an entity to be considered—management implications  “retracted”,['https://dph.illinois.gov/content/dam/soi/en/web/idph/files/publications/pandas-pans-advisory-council-2020-report.pdf'],['IL PANDAS-PANS Advisory Council Report - 2020'],1,['https://dph.illinois.gov/content/dam/soi/en/web/idph/files/publications/pandas-pans-advisory-council-2020-report.pdf'],['28840_0_il pandaspans advisory council report  2020.pdf'],28840_abrupt and severe obsessivecompulsive disorder in an 11yearold girl—pandaspans syndrome an entity to be considered—management implications  “retracted”.pdf,1,100.0,[0.654],[0.216],[0.333],[0.431],[0.672],[0.838],[0.544],[0.621],[0.845],[0.858],[0.636],0.0,0.654,0.216,0.333,0.431,0.672,0.838,0.544,0.621,0.845,0.858,0.636
https://doi.org/10.1097/dbp.0000000000000863,[0.0],abrupt and severe obsessivecompulsive disorder in an 11yearold girlpandaspans syndrome an entity to be consideredmanagement implications retraction,['https://www.hhs.texas.gov/sites/default/files/documents/laws-regulations/reports-presentations/2021/pansac-report-sept-2021.pdf'],['2021 PANSAC Legislative Report'],1,['https://www.hhs.texas.gov/sites/default/files/documents/laws-regulations/reports-presentations/2021/pansac-report-sept-2021.pdf'],['28841_0_2021 pansac legislative report.pdf'],28841_abrupt and severe obsessivecompulsive disorder in an 11yearold girlpandaspans syndrome an entity to be consideredmanagement implications retraction.pdf,1,100.0,[0.654],[0.051],[0.12],[0.015],[0.698],[0.783],[0.508],[0.626],[0.852],[0.829],[0.601],0.0,0.654,0.051,0.12,0.015,0.698,0.783,0.508,0.626,0.852,0.829,0.601
https://doi.org/10.1097/dbp.0b013e318264c10f,[0.0],infant communication and subsequent language development in children from lowincome families,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6883766/pdf'],['Video feedback for parental sensitivity and attachment security in children under five years'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6883766/pdf'],['28862_0_video feedback for parental sensitivity and attachment security in children under five years.pdf'],28862_infant communication and subsequent language development in children from lowincome families.pdf,1,100.0,[0.802],[0.276],[0.352],[0.273],[0.828],[0.879],[0.702],[0.675],[0.888],[0.927],[0.771],0.0,0.802,0.276,0.352,0.273,0.828,0.879,0.702,0.675,0.888,0.927,0.771
https://doi.org/10.1097/hjh.0000000000001039,"[0.635, 0.253, 0.106]",2016 european society of hypertension guidelines for the management of high blood pressure in children and adolescents,"['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7316686/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6162184/pdf', 'https://kdigo.org/wp-content/uploads/2016/10/KDIGO-2021-BP-GL.pdf']","['IPNA clinical practice recommendations for the diagnosis and management of children with steroid-resistant nephrotic syndrome', 'Management of high blood pressure in children: Similarities and differences between US and European guidelines', 'KDIGO 2021 Clinical Practice Guideline for the Management of Blood Pressure in Chronic Kidney Disease']",3,"['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6162184/pdf', 'https://kdigo.org/wp-content/uploads/2016/10/KDIGO-2021-BP-GL.pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7316686/pdf']","['28917_1_management of high blood pressure in children similarities and differences between us and european guidelines.pdf', '28917_2_kdigo 2021 clinical practice guideline for the management of blood pressure in chronic kidney disease.pdf', '28917_0_ipna clinical practice recommendations for the diagnosis and management of children with steroidresistant nephrotic syndrome.pdf']",28917_2016 european society of hypertension guidelines for the management of high blood pressure in children and adolescents.pdf,3,100.0,"[0.868, 0.879, 0.857]","[0.846, 0.503, 0.291]","[0.869, 0.63, 0.401]","[0.868, 0.488, 0.339]","[0.87, 0.845, 0.86]","[0.896, 0.893, 0.879]","[0.949, 0.901, 0.75]","[0.823, 0.804, 0.793]","[0.929, 0.906, 0.913]","[0.942, 0.925, 0.931]","[0.873, 0.812, 0.784]",0.331,0.868,0.547,0.633,0.565,0.858,0.889,0.867,0.807,0.916,0.933,0.823
https://doi.org/10.1097/ico.0000000000002400,[0.329],the last 200 surgeonloaded descemet membrane endothelial keratoplasty tissue versus the first 200 preloaded descemet membrane endothelial keratoplasty tissue,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9672757/pdf'],['Preferred practice pattern for Descemet membrane endothelial keratoplasty surgeries: A survey of Indian corneal surgeons'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9672757/pdf'],['28932_0_preferred practice pattern for descemet membrane endothelial keratoplasty surgeries a survey of indian corneal surgeons.pdf'],28932_the last 200 surgeonloaded descemet membrane endothelial keratoplasty tissue versus the first 200 preloaded descemet membrane endothelial keratoplasty tissue.pdf,1,100.0,[0.888],[0.724],[0.743],[0.763],[0.802],[0.892],[0.906],[0.795],[0.907],[0.906],[0.733],0.329,0.888,0.724,0.743,0.763,0.802,0.892,0.906,0.795,0.907,0.906,0.733
https://doi.org/10.1097/id.0000000000000814,[0.142],comparative evaluation of recombinant human bone morphogenetic protein2hydroxyapatite and bovine bone for new bone formation in alveolar ridge preservation,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8092674/pdf'],['Interventions for replacing missing teeth: alveolar ridge preservation techniques for dental implant site development'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8092674/pdf'],['28937_0_interventions for replacing missing teeth alveolar ridge preservation techniques for dental implant site development.pdf'],28937_comparative evaluation of recombinant human bone morphogenetic protein2hydroxyapatite and bovine bone for new bone formation in alveolar ridge preservation.pdf,1,100.0,[0.867],[0.542],[0.641],[0.617],[0.842],[0.883],[0.783],[0.727],[0.915],[0.903],[0.752],0.142,0.867,0.542,0.641,0.617,0.842,0.883,0.783,0.727,0.915,0.903,0.752
https://doi.org/10.1097/inf.0000000000002225,[0.127],effect of highdose vitamin d supplementation on upper respiratory tract infection symptom severity in healthy children,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8121044/pdf'],['Effects of oral vitamin D supplementation on linear growth and other health outcomes among children under five years of age'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8121044/pdf'],['28953_0_effects of oral vitamin d supplementation on linear growth and other health outcomes among children under five years of age.pdf'],28953_effect of highdose vitamin d supplementation on upper respiratory tract infection symptom severity in healthy children.pdf,1,100.0,[0.884],[0.599],[0.595],[0.605],[0.861],[0.913],[0.797],[0.794],[0.933],[0.94],[0.787],0.127,0.884,0.599,0.595,0.605,0.861,0.913,0.797,0.794,0.933,0.94,0.787
https://doi.org/10.1097/inf.0000000000002240,[0.106],specimen pooling as a diagnostic strategy for microbiologic confirmation in children with intrathoracic tuberculosis,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8078611/pdf'],['Xpert MTB/RIF and Xpert MTB/RIF Ultra assays for active tuberculosis and rifampicin resistance in children'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8078611/pdf'],['28955_0_xpert mtbrif and xpert mtbrif ultra assays for active tuberculosis and rifampicin resistance in children.pdf'],28955_specimen pooling as a diagnostic strategy for microbiologic confirmation in children with intrathoracic tuberculosis.pdf,1,100.0,[0.842],[0.609],[0.651],[0.533],[0.773],[0.874],[0.74],[0.695],[0.877],[0.901],[0.763],0.106,0.842,0.609,0.651,0.533,0.773,0.874,0.74,0.695,0.877,0.901,0.763
https://doi.org/10.1097/inf.0000000000002501,[0.238],lifetime changes in cd4 tcell count viral load suppression and adherence among adolescents living with hiv in urban peru,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9309033/pdf'],['Accuracy of measures for antiretroviral adherence in people living with HIV'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9309033/pdf'],['28957_0_accuracy of measures for antiretroviral adherence in people living with hiv.pdf'],28957_lifetime changes in cd4 tcell count viral load suppression and adherence among adolescents living with hiv in urban peru.pdf,1,100.0,[0.831],[0.598],[0.535],[0.58],[0.844],[0.906],[0.814],[0.729],[0.932],[0.945],[0.758],0.238,0.831,0.598,0.535,0.58,0.844,0.906,0.814,0.729,0.932,0.945,0.758
https://doi.org/10.1097/inf.0b013e3181c81fd4,[],antiretroviralrelated hematologic shortterm toxicity in healthy infants,['https://www.in.gov/isdh/files/perinatalgl.pdf'],['HIV/AIDS Guidelines'],1,['https://www.in.gov/isdh/files/perinatalgl.pdf'],['28982_0_hivaids guidelines.pdf'],28982_antiretroviralrelated hematologic shortterm toxicity in healthy infants.pdf,1,100.0,[0.628],[0.254],[0.355],[0.365],[0.708],[0.771],[0.52],[0.581],[0.8],[0.776],[0.679],,0.628,0.254,0.355,0.365,0.708,0.771,0.52,0.581,0.8,0.776,0.679
https://doi.org/10.1097/inf.0b013e3181e9dea2,[0.078],impact of routine fluconazole prophylaxis for premature infants with birth weights of less than 1250 grams in a developing country,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7156892/pdf'],['Prophylactic systemic antifungal agents to prevent mortality and morbidity in very low birth weight infants'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7156892/pdf'],['28986_0_prophylactic systemic antifungal agents to prevent mortality and morbidity in very low birth weight infants.pdf'],28986_impact of routine fluconazole prophylaxis for premature infants with birth weights of less than 1250 grams in a developing country.pdf,1,100.0,[0.873],[0.624],[0.657],[0.699],[0.866],[0.917],[0.916],[0.776],[0.932],[0.95],[0.865],0.078,0.873,0.624,0.657,0.699,0.866,0.917,0.916,0.776,0.932,0.95,0.865
https://doi.org/10.1097/jcn.0000000000000546,[0.0],individualized familycentered developmental care,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8079830/pdf'],['Holding and Mobility of Pediatric Patients with Transthoracic Intracardiac Catheters'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8079830/pdf'],['29037_0_holding and mobility of pediatric patients with transthoracic intracardiac catheters.pdf'],29037_individualized familycentered developmental care.pdf,1,100.0,[0.667],[0.16],[0.23],[0.189],[0.676],[0.781],[0.643],[0.657],[0.861],[0.829],[0.647],0.0,0.667,0.16,0.23,0.189,0.676,0.781,0.643,0.657,0.861,0.829,0.647
https://doi.org/10.1097/jto.0b013e3182a47181,[0.0],stereotactic body radiation therapy for primary lung cancers 3 centimeters,"['https://www.hca.wa.gov/assets/program/final-director-topic-selection_ltr-20170707.pdf', 'https://www.hca.wa.gov/assets/program/SRS-SBRT-update-lit-search-appendix-20170125.pdf']","['March 9, 2006', 'Attachment Appendix B.']",2,"['https://www.hca.wa.gov/assets/program/SRS-SBRT-update-lit-search-appendix-20170125.pdf', 'https://www.hca.wa.gov/assets/program/final-director-topic-selection_ltr-20170707.pdf']","['29070_1_attachment appendix b.pdf', '29070_0_march 9 2006.pdf']",29070_stereotactic body radiation therapy for primary lung cancers 3 centimeters.pdf,2,100.0,"[0.479, 0.516]","[0.092, 0.085]","[0.072, 0.087]","[0.099, 0.084]","[0.687, 0.623]","[0.809, 0.778]","[0.48, 0.47]","[0.563, 0.536]","[0.789, 0.719]","[0.773, 0.748]","[0.607, 0.625]",0.0,0.497,0.088,0.079,0.091,0.655,0.794,0.475,0.549,0.754,0.76,0.616
https://doi.org/10.1097/jxx.0000000000000084,[0.449],i serve 2,['https://dbhds.virginia.gov/assets/doc/bh/msmvf/i-serve2card_virginia-edition.pdf'],['I SERVE 2 : Information For Healthcare Providers Caring For Military Children ©'],1,['https://dbhds.virginia.gov/assets/doc/bh/msmvf/i-serve2card_virginia-edition.pdf'],['29072_0_i serve 2  information for healthcare providers caring for military children ©.pdf'],29072_i serve 2.pdf,1,100.0,[0.698],[0.151],[0.104],[0.205],[0.541],[0.781],[0.574],[0.619],[0.808],[0.75],[0.685],0.449,0.698,0.151,0.104,0.205,0.541,0.781,0.574,0.619,0.808,0.75,0.685
https://doi.org/10.1097/mcp.0000000000000732,[0.115],monitoring early stage lung disease in cystic fibrosis,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8672941/pdf'],['Autogenic drainage for airway clearance in cystic fibrosis'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8672941/pdf'],['29088_0_autogenic drainage for airway clearance in cystic fibrosis.pdf'],29088_monitoring early stage lung disease in cystic fibrosis.pdf,1,100.0,[0.799],[0.507],[0.521],[0.649],[0.859],[0.885],[0.796],[0.709],[0.92],[0.92],[0.758],0.115,0.799,0.507,0.521,0.649,0.859,0.885,0.796,0.709,0.92,0.92,0.758
https://doi.org/10.1097/md.0000000000012152,[0.156],antinatriuretic phenomena seen in children with acute pyelonephritis may be related to the activation of intrarenal raas,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8479592/pdf'],"['Procalcitonin, C‐reactive protein, and erythrocyte sedimentation rate for the diagnosis of acute pyelonephritis in children']",1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8479592/pdf'],['29101_0_procalcitonin c‐reactive protein and erythrocyte sedimentation rate for the diagnosis of acute pyelonephritis in children.pdf'],29101_antinatriuretic phenomena seen in children with acute pyelonephritis may be related to the activation of intrarenal raas.pdf,1,100.0,[0.848],[0.63],[0.636],[0.633],[0.882],[0.928],[0.745],[0.823],[0.93],[0.926],[0.821],0.156,0.848,0.63,0.636,0.633,0.882,0.928,0.745,0.823,0.93,0.926,0.821
https://doi.org/10.1097/md.0000000000012614,[0.179],brief topical sodium nitrite and its impact on the quality of life in patients with sickle leg ulcers,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8407242/pdf'],['Interventions for treating leg ulcers in people with sickle cell disease'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8407242/pdf'],['29102_0_interventions for treating leg ulcers in people with sickle cell disease.pdf'],29102_brief topical sodium nitrite and its impact on the quality of life in patients with sickle leg ulcers.pdf,1,100.0,[0.847],[0.595],[0.746],[0.621],[0.881],[0.914],[0.856],[0.815],[0.911],[0.936],[0.786],0.179,0.847,0.595,0.746,0.621,0.881,0.914,0.856,0.815,0.911,0.936,0.786
https://doi.org/10.1097/meg.0000000000001538,[0.0],time to antibody detection and associated factors for presence of antidrug antibodies in pediatric inflammatory bowel disease patients treated with antitnf therapy,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7386457/pdf'],"[""Adalimumab for maintenance of remission in Crohn's disease""]",1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7386457/pdf'],['29113_0_adalimumab for maintenance of remission in crohns disease.pdf'],29113_time to antibody detection and associated factors for presence of antidrug antibodies in pediatric inflammatory bowel disease patients treated with antitnf therapy.pdf,1,100.0,[0.793],[0.349],[0.531],[0.481],[0.832],[0.865],[0.702],[0.713],[0.922],[0.92],[0.73],0.0,0.793,0.349,0.531,0.481,0.832,0.865,0.702,0.713,0.922,0.92,0.73
https://doi.org/10.1097/mlr.0b013e31821d2b1d,[0.0],quality of data in perinatal population health databases,"['https://www.acf.hhs.gov/opre/report/design-mother-and-infant-home-visiting-program-evaluation-strong-start', 'https://mathematica.org/publications/wic-medicaid-ii-feasibility-study-final-report', 'https://purl.fdlp.gov/GPO/gpo112757', 'https://www.acf.hhs.gov/opre/resource/design-mother-infant-home-visiting-program-evaluation-strong-start', 'https://www.nber.org/papers/w23810']","['Design for the Mother and Infant Home Visiting Program Evaluation—Strong Start', 'WIC-Medicaid II Feasibility Study: Final Report', 'Effective coverage of facility delivery in Bangladesh, Haiti, Malawi, Nepal, Senegal, and Tanzania /', 'Design for the Mother and Infant Home Visiting Program Evaluation—Strong Start', 'Multi-generational Impacts of Childhood Access to the Safety Net: Early Life Exposure to Medicaid and the Next Generation’s Health']",5,['https://purl.fdlp.gov/GPO/gpo112757'],['29127_2_effective coverage of facility delivery in bangladesh haiti malawi nepal senegal and tanzania .pdf'],29127_quality of data in perinatal population health databases.pdf,1,20.0,[0.767],[0.296],[0.289],[0.237],[0.709],[0.83],[0.765],[0.735],[0.861],[0.877],[0.696],0.0,0.767,0.296,0.289,0.237,0.709,0.83,0.765,0.735,0.861,0.877,0.696
https://doi.org/10.1097/nmc.0000000000000312,[0.127],simulation as part of discharge teaching for parents of infants in the neonatal intensive care unit,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7326795/pdf'],['Consensus Guidelines for Perioperative Care in Neonatal Intestinal Surgery: Enhanced Recovery After Surgery (ERAS) Society Recommendations'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7326795/pdf'],['29202_0_consensus guidelines for perioperative care in neonatal intestinal surgery enhanced recovery after surgery eras society recommendations.pdf'],29202_simulation as part of discharge teaching for parents of infants in the neonatal intensive care unit.pdf,1,100.0,[0.819],[0.24],[0.299],[0.299],[0.8],[0.901],[0.75],[0.746],[0.9],[0.913],[0.707],0.127,0.819,0.24,0.299,0.299,0.8,0.901,0.75,0.746,0.9,0.913,0.707
https://doi.org/10.1097/opx.0000000000001443,[0.356],treatment of symptomatic convergence insufficiency in children enrolled in the convergence insufficiency treatment trial–attention amp reading trial a randomized clinical trial,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8092638/pdf'],['Interventions for convergence insufficiency: a network meta‐analysis'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8092638/pdf'],['29239_0_interventions for convergence insufficiency a network meta‐analysis.pdf'],29239_treatment of symptomatic convergence insufficiency in children enrolled in the convergence insufficiency treatment trial–attention amp reading trial a randomized clinical trial.pdf,1,100.0,[0.751],[0.485],[0.685],[0.455],[0.778],[0.838],[0.799],[0.72],[0.872],[0.893],[0.752],0.356,0.751,0.485,0.685,0.455,0.778,0.838,0.799,0.72,0.872,0.893,0.752
https://doi.org/10.1097/pcc.0000000000001942,[0.0],development of an antibiotic guideline for children with suspected ventilatorassociated infections,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8562877/pdf'],['Antibiotics for hospital‐acquired pneumonia in neonates and children'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8562877/pdf'],['29252_0_antibiotics for hospital‐acquired pneumonia in neonates and children.pdf'],29252_development of an antibiotic guideline for children with suspected ventilatorassociated infections.pdf,1,100.0,[0.772],[0.625],[0.741],[0.617],[0.796],[0.914],[0.922],[0.741],[0.919],[0.93],[0.773],0.0,0.772,0.625,0.741,0.617,0.796,0.914,0.922,0.741,0.919,0.93,0.773
https://doi.org/10.1097/pec.0000000000001705,[0.342],lung ultrasound findings and bronchiolitis ultrasound score for predicting hospital admission in children with acute bronchiolitis,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7697535/pdf'],['Consensus on the Application of Lung Ultrasound in Pneumonia and Bronchiolitis in Children'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7697535/pdf'],['29263_0_consensus on the application of lung ultrasound in pneumonia and bronchiolitis in children.pdf'],29263_lung ultrasound findings and bronchiolitis ultrasound score for predicting hospital admission in children with acute bronchiolitis.pdf,1,100.0,[0.879],[0.783],[0.769],[0.813],[0.841],[0.904],[0.874],[0.782],[0.936],[0.947],[0.808],0.342,0.879,0.783,0.769,0.813,0.841,0.904,0.874,0.782,0.936,0.947,0.808
https://doi.org/10.1097/pep.0000000000000621,[0.0],physical therapy scoliosisspecific exercises may reduce curve progression in mild adolescent idiopathic scoliosis curves,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8201698/pdf'],['Network meta-analysis of short-term effects of different strategies in the conservative treatment of AIS'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8201698/pdf'],['29270_0_network metaanalysis of shortterm effects of different strategies in the conservative treatment of ais.pdf'],29270_physical therapy scoliosisspecific exercises may reduce curve progression in mild adolescent idiopathic scoliosis curves.pdf,1,100.0,[0.771],[0.169],[0.125],[0.081],[0.771],[0.868],[0.711],[0.658],[0.889],[0.902],[0.678],0.0,0.771,0.169,0.125,0.081,0.771,0.868,0.711,0.658,0.889,0.902,0.678
https://doi.org/10.1097/pep.0000000000000638,[0.0],healthrelated quality of life in children with chronic illness compared to parents a systematic review,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8252715/pdf'],['Guidelines for the diagnosis and management of methylmalonic acidaemia and propionic acidaemia: First\xa0revision'],1,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8252715/pdf'],['29271_0_guidelines for the diagnosis and management of methylmalonic acidaemia and propionic acidaemia first\xa0revision.pdf'],29271_healthrelated quality of life in children with chronic illness compared to parents a systematic review.pdf,1,100.0,[0.762],[0.136],[0.078],[0.007],[0.734],[0.841],[0.65],[0.642],[0.873],[0.894],[0.719],0.0,0.762,0.136,0.078,0.007,0.734,0.841,0.65,0.642,0.873,0.894,0.719
